"PassengerId","HomePlanet","CryoSleep","Cabin","Destination","Age","VIP","RoomService","FoodCourt","ShoppingMall","Spa","VRDeck","Name","Transported","Group","Number","total_spending","Deck","Cabin_num","Side"
"1350_03","Earth",0,"G/206/S","PSO J318.5-22",42,0,491,106,8,202,0,"Mamina Cleang",0,3,"1350",807,"G",206,0
"1350_04","Earth",1,"G/206/S","PSO J318.5-22",19,0,0,0,0,0,0,"Lulah Cleang",0,4,"1350",0,"G",206,0
"1351_01","Earth",0,"G/202/P","TRAPPIST-1e",22,0,0,0,0,0,0,NA,0,1,"1351",0,"G",202,1
"1352_01","Mars",0,"F/272/P","TRAPPIST-1e",31,0,43,782,1,660,0,"Sps Gerry",0,1,"1352",1486,"F",272,1
"1353_01","Mars",0,"F/262/S","TRAPPIST-1e",10,0,0,0,0,0,0,"Dontch Tepie",1,1,"1353",0,"F",262,0
"1353_02","Mars",0,"F/262/S","TRAPPIST-1e",39,0,1535,0,340,0,723,"Beant Tepie",0,2,"1353",2598,"F",262,0
"1353_03","Mars",1,"F/262/S","TRAPPIST-1e",41,0,0,0,0,0,0,"Cings Tepie",1,3,"1353",0,"F",262,0
"1353_04","Mars",0,"F/262/S","TRAPPIST-1e",0,0,0,0,0,0,0,"Fex Tepie",1,4,"1353",0,"F",262,0
"1355_01","Earth",1,"G/203/P","PSO J318.5-22",22,0,0,0,0,0,0,"Timmie Paynard",1,1,"1355",0,"G",203,1
"1356_01","Earth",0,"G/207/S","TRAPPIST-1e",21,0,0,39,0,310,539,"Leony Rothewson",0,1,"1356",888,"G",207,0
"1357_01","Mars",1,"D/48/S","TRAPPIST-1e",40,0,0,0,0,0,0,"Bet Stre",1,1,"1357",0,"D",48,0
"1360_01","Earth",0,"E/100/S","TRAPPIST-1e",25,0,0,997,0,0,0,"Terta Blandez",1,1,"1360",997,"E",100,0
"1362_01","Earth",0,"F/265/S","TRAPPIST-1e",23,0,0,1268,0,119,2,NA,0,1,"1362",1389,"F",265,0
"1365_01","Europa",0,"B/58/S","55 Cancri e",33,0,77,2381,0,3656,150,"Alkeson Exnutch",0,1,"1365",6264,"B",58,0
"1365_02","Europa",1,"B/58/S","TRAPPIST-1e",20,0,0,0,0,0,0,"Anchird Exnutch",1,2,"1365",0,"B",58,0
"1366_01","Earth",1,"G/206/P","55 Cancri e",40,0,0,0,0,0,0,"Searla Hestes",1,1,"1366",0,"G",206,1
"1368_01","Earth",1,"G/208/P","TRAPPIST-1e",27,0,0,0,0,0,0,"Iandy Lanks",0,1,"1368",0,"G",208,1
"1370_01","Earth",0,"E/102/S","TRAPPIST-1e",21,0,965,0,23,3,0,"Timmy Waterson",0,1,"1370",991,"E",102,0
"1371_01","Mars",0,"D/44/P","TRAPPIST-1e",25,0,591,466,0,0,0,"Dunch Kuche",0,1,"1371",1057,"D",44,1
"1375_01","Earth",0,"G/208/S","TRAPPIST-1e",2,0,0,0,0,0,0,"Aleen Sykess",0,1,"1375",0,"G",208,0
"1375_02","Earth",0,"F/267/S","TRAPPIST-1e",19,0,0,3,946,0,0,"Gwendy Sykess",0,2,"1375",949,"F",267,0
"1376_01","Earth",1,"G/211/P","TRAPPIST-1e",41,0,0,0,0,0,0,"Karia Delez",0,1,"1376",0,"G",211,1
"1377_01","Europa",0,"C/52/P","TRAPPIST-1e",43,0,0,2801,537,42,144,"Coxah Coniple",1,1,"1377",3524,"C",52,1
"1378_01","Earth",0,"G/212/P","TRAPPIST-1e",19,0,245,41,550,0,0,"Joyces Caineson",0,1,"1378",836,"G",212,1
"1378_02","Earth",0,"F/275/P","TRAPPIST-1e",22,0,926,0,0,0,78,"Ellena Caineson",1,2,"1378",1004,"F",275,1
"1379_01","Earth",0,"F/268/S","TRAPPIST-1e",16,0,0,30,0,769,4,"Lillen Mcgowaymond",0,1,"1379",803,"F",268,0
"1380_01","Europa",0,"C/53/S","55 Cancri e",42,0,0,21,0,2735,3604,"Quarke Fuleng",0,1,"1380",6360,"C",53,0
"1381_01","Earth",1,"G/209/S","PSO J318.5-22",20,0,0,0,0,0,0,"Stevey Hoopez",1,1,"1381",0,"G",209,0
"1382_01","Earth",0,"E/104/S","Other",35,0,0,1125,429,0,55,"Ritany Daughttley",0,1,"1382",1609,"E",104,0
"1383_01","Europa",1,"D/49/S","TRAPPIST-1e",53,0,0,0,0,0,0,"Rasatik Resendent",1,1,"1383",0,"D",49,0
"1384_01","Earth",0,"E/105/S","TRAPPIST-1e",17,0,21,0,690,260,5,"Violan Mayods",0,1,"1384",976,"E",105,0
"1384_02","Earth",1,"G/210/S","TRAPPIST-1e",6,0,0,0,0,0,0,"Berty Mayods",0,2,"1384",0,"G",210,0
"1384_03","Earth",0,"F/269/S","TRAPPIST-1e",22,0,0,442,0,0,368,"Fredy Mayods",1,3,"1384",810,"F",269,0
"1384_04","Earth",0,"F/269/S","TRAPPIST-1e",41,0,338,0,377,2,86,"Shard Mayods",1,4,"1384",803,"F",269,0
"1384_05","Earth",0,"E/105/S","Other",19,0,189,510,0,0,0,"Fany Mayods",1,5,"1384",699,"E",105,0
"1385_01","Other",0,"G/213/P","TRAPPIST-1e",39,0,705,3,0,0,0,"Alvira Foxter",0,1,"1385",708,"G",213,1
"1386_01","Earth",1,"G/214/P","TRAPPIST-1e",23,0,0,0,0,0,0,"Murie Polliamposs",1,1,"1386",0,"G",214,1
"1387_01","Mars",0,"E/85/P","TRAPPIST-1e",31,0,1088,0,280,0,0,"Trise Hacle",0,1,"1387",1368,"E",85,1
"1389_01","Earth",1,"G/212/S","55 Cancri e",38,0,0,0,0,0,0,"Hatty Lowelliott",1,1,"1389",0,"G",212,0
"1390_01","Earth",1,"G/215/P","PSO J318.5-22",1,0,0,0,0,0,0,"Mathy Meltoney",1,1,"1390",0,"G",215,1
"1391_01","Mars",1,"F/276/P","TRAPPIST-1e",13,0,0,0,0,0,0,"Berios Apie",1,1,"1391",0,"F",276,1
"1391_02","Mars",0,"F/276/P","TRAPPIST-1e",21,0,1072,79,46,16,0,"Cines Apie",0,2,"1391",1213,"F",276,1
"1391_03","Mars",0,"F/276/P","Other",44,0,485,2,210,0,351,"Frunch Apie",0,3,"1391",1048,"F",276,1
"1393_01","Mars",0,"F/270/S","TRAPPIST-1e",36,0,42,0,212,151,1853,"Mes Kake",0,1,"1393",2258,"F",270,0
"1393_02","Mars",0,"F/270/S","TRAPPIST-1e",19,0,2058,0,224,298,19,NA,0,2,"1393",2599,"F",270,0
"1395_01","Earth",0,"G/214/S","TRAPPIST-1e",7,0,0,0,0,0,0,"Willah Fryes",1,1,"1395",0,"G",214,0
"1397_01","Earth",0,"F/271/S","TRAPPIST-1e",39,0,386,190,0,489,0,"Hanne Hodes",0,1,"1397",1065,"F",271,0
"1398_01","Earth",0,"G/216/P","TRAPPIST-1e",28,0,0,508,334,0,46,"Adria Cookentaney",1,1,"1398",888,"G",216,1
"1399_01","Earth",0,"F/272/S","TRAPPIST-1e",28,0,0,0,529,560,60,"Hellia Popelase",0,1,"1399",1149,"F",272,0
"1400_01","Earth",1,"G/217/P","55 Cancri e",14,0,0,0,0,0,0,"Hanne Colleruces",1,1,"1400",0,"G",217,1
"1401_01","Earth",1,"G/218/P","TRAPPIST-1e",18,0,0,0,599,59,152,"Guyne Burtiz",0,1,"1401",810,"G",218,1
"1402_01","Earth",1,"G/215/S","PSO J318.5-22",23,0,0,0,0,0,0,"Darlie Blacks",1,1,"1402",0,"G",215,0
"1402_02","Earth",1,"G/215/S","55 Cancri e",33,0,0,0,0,0,0,"Leony Blacks",1,2,"1402",0,"G",215,0
"1403_01","Earth",0,"E/86/P","TRAPPIST-1e",18,0,1656,0,0,0,0,"Bobbyn Coopelandez",0,1,"1403",1656,"E",86,1
"1404_01","Europa",0,"B/60/S","TRAPPIST-1e",47,0,1,734,28,78,3471,"Alaton Mornaned",0,1,"1404",4312,"B",60,0
"1404_02","Europa",0,"C/82/S","TRAPPIST-1e",42,0,0,51,0,4170,13,"Arkard Mornaned",0,2,"1404",4234,"C",82,0
"1406_01","Mars",0,"E/106/S","TRAPPIST-1e",17,0,36,0,1013,0,0,"Muffs Gres",0,1,"1406",1049,"E",106,0
"1407_01","Earth",0,"F/278/P","TRAPPIST-1e",21,0,737,4,27,8,0,"Lerome Foxter",0,1,"1407",776,"F",278,1
"1407_02","Earth",0,"F/278/P","PSO J318.5-22",17,0,8,222,3,401,0,"Derina Foxter",1,2,"1407",634,"F",278,1
"1408_01","Earth",0,"G/216/S","PSO J318.5-22",26,0,4,770,0,0,0,"Prilly Fulloydez",0,1,"1408",774,"G",216,0
"1410_01","Earth",0,"F/279/P","TRAPPIST-1e",23,0,0,567,896,0,122,"Evane Lerez",0,1,"1410",1585,"F",279,1
"1412_01","Earth",0,"G/217/S","55 Cancri e",15,0,0,0,0,0,832,"Andona Winsley",0,1,"1412",832,"G",217,0
"1413_01","Earth",1,"G/218/S","PSO J318.5-22",18,0,0,0,0,0,0,"Genee Nichoan",0,1,"1413",0,"G",218,0
"1414_01","Earth",0,"F/280/P","TRAPPIST-1e",65,0,259,0,0,0,1916,"Andace Kinson",0,1,"1414",2175,"F",280,1
"1415_01","Europa",0,"D/45/P","55 Cancri e",33,0,13,0,2011,17,32,"Preo Higast",1,1,"1415",2073,"D",45,1
"1416_01","Earth",1,"G/219/P","TRAPPIST-1e",27,0,0,0,0,0,0,"Therie Macdonadows",0,1,"1416",0,"G",219,1
"1417_01","Europa",0,"C/54/S","TRAPPIST-1e",41,0,0,184,0,1520,3358,"Alik Spedlinale",0,1,"1417",5062,"C",54,0
"1419_01","Mars",0,"F/273/S","TRAPPIST-1e",42,0,1381,0,1243,0,0,"Goles Apeau",0,1,"1419",2624,"F",273,0
"1420_01","Mars",1,"E/108/S","TRAPPIST-1e",33.0182767624021,0,0,0,0,0,0,"Wheard Shbre",0,1,"1420",0,"E",108,0
"1421_01","Mars",0,"F/274/S","TRAPPIST-1e",37,0,328,6153,0,26,820,"Whark Cres",0,1,"1421",7327,"F",274,0
"1421_02","Mars",0,"F/274/S","55 Cancri e",17,0,891,0,243,0,5,"Ars Cres",0,2,"1421",1139,"F",274,0
"1423_01","Europa",1,"B/61/S","TRAPPIST-1e",24,0,0,0,0,0,0,"Seginon Asoppor",1,1,"1423",0,"B",61,0
"1423_02","Europa",1,"B/61/S","TRAPPIST-1e",39,0,0,0,0,0,0,"Beneb Asoppor",1,2,"1423",0,"B",61,0
"1423_03","Europa",1,"B/61/S","55 Cancri e",59,0,0,0,0,0,0,"Sadra Rodwative",1,3,"1423",0,"B",61,0
"1424_01","Europa",1,"B/47/P","TRAPPIST-1e",32,0,0,0,0,0,0,"Sarid Sageng",1,1,"1424",0,"B",47,1
"1424_02","Europa",0,"B/47/P","55 Cancri e",29,0,2988,2147,0,0,1779,"Goros Sageng",0,2,"1424",6914,"B",47,1
"1424_03","Europa",0,"B/47/P","TRAPPIST-1e",8,0,0,0,0,0,0,"Elebola Sageng",1,3,"1424",0,"B",47,1
"1424_04","Europa",0,"B/47/P","55 Cancri e",28,0,0,4380,0,692,0,"Proxima Sageng",1,4,"1424",5072,"B",47,1
"1424_05","Europa",1,"B/47/P","TRAPPIST-1e",35,0,0,0,0,0,0,"Weia Sageng",1,5,"1424",0,"B",47,1
"1425_01","Earth",0,"F/282/P","TRAPPIST-1e",24,0,711,0,0,59,57,"Melvia Adavisons",0,1,"1425",827,"F",282,1
"1425_02","Earth",1,"G/220/P","TRAPPIST-1e",1,0,0,0,0,0,0,"Mael Adavisons",1,2,"1425",0,"G",220,1
"1425_03","Earth",1,"G/220/P","TRAPPIST-1e",4,0,0,0,0,0,0,"Maryne Adavisons",1,3,"1425",0,"G",220,1
"1426_01","Europa",1,"D/46/P","55 Cancri e",28,0,0,0,0,0,0,"Duhrid Drelcate",1,1,"1426",0,"D",46,1
"1427_01","Mars",1,"F/275/S","Other",46,0,0,0,0,0,0,"Jumars Pead",1,1,"1427",0,"F",275,0
"1427_02","Mars",0,"F/275/S","TRAPPIST-1e",67,0,443,0,1721,250,2,"Hont Pead",0,2,"1427",2416,"F",275,0
"1428_01","Earth",0,"E/109/S","TRAPPIST-1e",44,0,0,200,128,460,0,"Artis Hanghanson",0,1,"1428",788,"E",109,0
"1430_01","Earth",0,"F/283/P","TRAPPIST-1e",14,0,360,0,2116,1,8,"Lina Popez",0,1,"1430",2485,"F",283,1
"1431_01","Earth",0,"G/221/P","TRAPPIST-1e",23,0,0,0,4,0,965,"Tonioe Ments",1,1,"1431",969,"G",221,1
"1433_01","Earth",1,"G/219/S","TRAPPIST-1e",51,0,0,0,0,0,0,"Allene Noeley",0,1,"1433",0,"G",219,0
"1434_01","Earth",0,"G/222/P","TRAPPIST-1e",20,0,0,258,331,133,0,"Dandy Cartez",0,1,"1434",722,"G",222,1
"1434_02","Earth",0,"G/82/P","TRAPPIST-1e",0,0,0,0,0,0,0,"Hughan Cartez",1,2,"1434",0,"G",82,1
"1434_03","Earth",1,"G/222/P","TRAPPIST-1e",0,0,0,0,0,0,0,"Emilla Cartez",0,3,"1434",0,"G",222,1
"1435_01","Earth",0,"G/223/P","Other",23,0,0,20,26,0,659,"Gabrin Gilleranks",0,1,"1435",705,"G",223,1
"1438_01","Earth",0,"E/89/P","TRAPPIST-1e",24,0,181,224,0,195,191,"Anae Sancasey",0,1,"1438",791,"E",89,1
"1439_01","Mars",0,"F/279/S","TRAPPIST-1e",41,0,112,186,228,760,0,"Lios Lette",0,1,"1439",1286,"F",279,0
"1439_02","Mars",0,"D/52/S","TRAPPIST-1e",30,0,806,100,9,0,47,"Croo Lette",0,2,"1439",962,"D",52,0
"1440_01","Earth",0,"F/280/S","TRAPPIST-1e",27,0,0,1826,39,11,649,"Jerek Mcleaney",0,1,"1440",2525,"F",280,0
"1442_01","Earth",1,"G/220/S","PSO J318.5-22",13,0,0,0,0,0,0,"Leenny Pughanders",1,1,"1442",0,"G",220,0
"1443_01","Earth",1,"G/225/P","TRAPPIST-1e",16,0,0,0,0,0,0,"Anda Jimes",1,1,"1443",0,"G",225,1
"1444_01","Europa",0,"C/55/S","TRAPPIST-1e",30,0,50,1248,0,1,912,"Luxion Coarswing",1,1,"1444",2211,"C",55,0
"1445_01","Earth",0,"G/221/S","PSO J318.5-22",8,0,0,0,0,0,0,"Walles Wellenez",1,1,"1445",0,"G",221,0
"1447_01","Earth",0,"G/227/P","TRAPPIST-1e",59,0,0,0,0,0,755,"Sadine Simson",0,1,"1447",755,"G",227,1
"1450_01","Europa",1,"D/53/S","55 Cancri e",43,0,0,0,0,0,0,"Tabih Ailled",1,1,"1450",0,"D",53,0
"1450_02","Europa",0,"D/53/S","55 Cancri e",30,0,0,138,0,5467,112,"Cella Ailled",0,2,"1450",5717,"D",53,0
"1451_01","Europa",0,"C/56/S","55 Cancri e",46,0,202,484,0,3208,2485,"Zinor Proorbeng",0,1,"1451",6379,"C",56,0
"1451_02","Europa",1,"C/56/S","TRAPPIST-1e",39,0,0,0,0,0,0,"Unukath Proorbeng",1,2,"1451",0,"C",56,0
"1452_01","Europa",0,"C/53/P","TRAPPIST-1e",21,0,5,251,10,26,3384,"Arkar Distured",0,1,"1452",3676,"C",53,1
"1452_02","Europa",1,"G/82/P","TRAPPIST-1e",70,0,0,0,0,0,0,"Gorab Distured",1,2,"1452",0,"G",82,1
"1452_03","Europa",0,"C/53/P","55 Cancri e",34,0,0,1646,0,51,1462,"Alzird Distured",0,3,"1452",3159,"C",53,1
"1452_04","Europa",0,"C/53/P","TRAPPIST-1e",33,0,0,774,0,6255,6,"Hamak Distured",0,4,"1452",7035,"C",53,1
"1452_05","Europa",1,"C/53/P","55 Cancri e",44,0,0,0,0,0,0,"Gimph Distured",1,5,"1452",0,"C",53,1
"1453_01","Earth",1,"G/229/P","55 Cancri e",16,0,0,2838,32,5,3404,"Kimena Thorney",0,1,"1453",6279,"G",229,1
"1453_02","Earth",0,"G/229/P","TRAPPIST-1e",63,0,3,801,0,0,5,"Annon Thorney",1,2,"1453",809,"G",229,1
"1454_01","Europa",0,"D/54/S","TRAPPIST-1e",37,0,0,13561,15,4060,72,"Canonon Righturter",0,1,"1454",17708,"D",54,0
"1455_01","Europa",1,"B/62/S","55 Cancri e",29,0,0,0,0,0,0,"Markton Wassird",1,1,"1455",0,"B",62,0
"1455_02","Europa",0,"B/62/S","TRAPPIST-1e",29,0,0,2509,0,16,698,"Teronan Conaly",1,2,"1455",3223,"B",62,0
"1455_03","Europa",1,"B/62/S","55 Cancri e",22,0,0,0,0,0,0,"Rotanin Wassird",1,3,"1455",0,"B",62,0
"1455_04","Europa",0,"B/62/S","TRAPPIST-1e",26,0,0,533,2119,10,504,"Rasaleh Wassird",1,4,"1455",3166,"B",62,0
"1455_05","Europa",0,"B/62/S","55 Cancri e",76,0,0,2732,422,16594,330,"Antino Wassird",0,5,"1455",20078,"B",62,0
"1457_01","Earth",0,"E/110/S","TRAPPIST-1e",61,0,0,368,3,4422,0,"Bra Combson",0,1,"1457",4793,"E",110,0
"1458_01","Other",0,"G/223/S","TRAPPIST-1e",46,0,0,0,2020,323,0,"Arllia Mccarveymon",0,1,"1458",2343,"G",223,0
"1460_01","Earth",0,"F/285/P","Other",19,0,0,905,387,0,0,"Bony Williotters",1,1,"1460",1292,"F",285,1
"1460_02","Earth",1,"G/230/P","PSO J318.5-22",13,0,0,0,0,0,0,"Eduana Williotters",1,2,"1460",0,"G",230,1
"1461_01","Earth",1,"G/224/S","TRAPPIST-1e",27.5135649690624,0,0,0,0,0,0,"Naomin Gordond",0,1,"1461",0,"G",224,0
"1462_01","Earth",1,"G/231/P","TRAPPIST-1e",30,0,0,0,0,0,0,"Timmie Webstes",1,1,"1462",0,"G",231,1
"1463_01","Earth",0,"F/282/S","PSO J318.5-22",23,0,200,414,73,1,1,NA,0,1,"1463",689,"F",282,0
"1465_01","Earth",0,"G/233/P","PSO J318.5-22",63,0,356,287,0,0,248,"Byrona Alfordonard",0,1,"1465",891,"G",233,1
"1467_01","Other",0,"E/111/S","TRAPPIST-1e",21,0,894,1,0,61,26,"Russey Dillips",0,1,"1467",982,"E",111,0
"1474_01","Mars",1,"F/287/P","TRAPPIST-1e",32,0,0,0,0,0,0,"Morms Melte",1,1,"1474",0,"F",287,1
"1478_01","Earth",0,"F/289/P","TRAPPIST-1e",33,0,0,0,0,417,2372,NA,0,1,"1478",2789,"F",289,1
"1478_02","Earth",0,"F/289/P","PSO J318.5-22",39,0,0,19,733,0,701,"Toniel Sweene",0,2,"1478",1453,"F",289,1
"1479_01","Mars",1,"F/290/P","TRAPPIST-1e",49,0,0,0,0,0,0,"Clues Erle",1,1,"1479",0,"F",290,1
"1481_01","Mars",0,"E/91/P","TRAPPIST-1e",27,0,555,0,744,0,0,"Krus Prist",0,1,"1481",1299,"E",91,1
"1484_01","Earth",0,"E/93/P","TRAPPIST-1e",16,0,92,1,884,0,0,"Lan Roachoanand",0,1,"1484",977,"E",93,1
"1485_01","Mars",1,"F/291/P","TRAPPIST-1e",38,0,0,0,0,0,0,"Hones Man",1,1,"1485",0,"F",291,1
"1488_01","Mars",1,"E/94/P","TRAPPIST-1e",42,0,0,0,0,0,0,"Powhex Betie",1,1,"1488",0,"E",94,1
"1489_01","Earth",0,"G/229/S","TRAPPIST-1e",19,0,73,0,0,813,2,"Katiey Gallencis",0,1,"1489",888,"G",229,0
"1490_01","Europa",0,"D/47/P","55 Cancri e",26,0,0,304,0,3998,0,"Caphird Crioncery",0,1,"1490",4302,"D",47,1
"1491_01","Earth",0,"G/240/P","55 Cancri e",32,0,0,0,0,817,8,"Leneva Sosalinson",1,1,"1491",825,"G",240,1
"1491_02","Earth",0,"F/292/P","TRAPPIST-1e",56,0,0,51,0,2,706,"Tanley Sosalinson",0,2,"1491",759,"F",292,1
"1491_03","Earth",0,"G/240/P","TRAPPIST-1e",0,0,0,0,0,0,0,NA,1,3,"1491",0,"G",240,1
"1493_01","Earth",0,"F/285/S","TRAPPIST-1e",38,0,35,0,0,0,713,"Eilace Hardley",0,1,"1493",748,"F",285,0
"1498_01","Earth",0,"F/295/P","TRAPPIST-1e",30,0,0,495,0,0,153,"Karay Talls",0,1,"1498",648,"F",295,1
"1499_01","Earth",0,"F/287/S","TRAPPIST-1e",21,0,5,0,0,2,1061,"Teryla Keithunts",0,1,"1499",1068,"F",287,0
"1500_01","Earth",0,"G/230/S","TRAPPIST-1e",11,0,0,0,0,0,0,"Hollie Cooperkins",0,1,"1500",0,"G",230,0
"1500_02","Earth",0,"G/230/S","TRAPPIST-1e",3,0,0,0,0,0,0,"Gerly Cooperkins",0,2,"1500",0,"G",230,0
"1500_03","Earth",0,"G/230/S","55 Cancri e",17,0,0,55,913,0,55,"Joandy Barbes",1,3,"1500",1023,"G",230,0
"1500_04","Earth",1,"G/230/S","55 Cancri e",35,0,0,0,0,0,0,"Andrey Cooperkins",1,4,"1500",0,"G",230,0
"1500_05","Earth",0,"F/288/S","55 Cancri e",17,0,319,184,0,0,376,"Irmark Barbes",0,5,"1500",879,"F",288,0
"1500_06","Earth",1,"G/230/S","TRAPPIST-1e",0,0,0,0,0,0,0,"Bobbyn Barbes",1,6,"1500",0,"G",230,0
"1500_07","Earth",1,"G/230/S","TRAPPIST-1e",46,0,0,0,0,0,0,"Everly Barbes",1,7,"1500",0,"G",230,0
"1501_01","Earth",0,"G/243/P","TRAPPIST-1e",63,0,0,216,0,594,0,"Julin Fryan",0,1,"1501",810,"G",243,1
"1503_01","Mars",0,"D/48/P","TRAPPIST-1e",35,0,1890,0,497,1,0,"Koops Haste",0,1,"1503",2388,"D",48,1
"1503_02","Mars",0,"D/48/P","TRAPPIST-1e",61,0,1114,0,68,0,0,"Wat Haste",0,2,"1503",1182,"D",48,1
"1506_01","Earth",0,"F/298/P","Other",19,0,0,24,615,9,0,"Bara Vines",1,1,"1506",648,"F",298,1
"1507_01","Earth",0,"F/289/S","TRAPPIST-1e",43,0,0,0,1217,2,0,NA,1,1,"1507",1219,"F",289,0
"1507_02","Earth",0,"F/289/S","TRAPPIST-1e",14,0,1,1,683,419,0,"Jerek Jeffey",0,2,"1507",1104,"F",289,0
"1507_03","Earth",0,"G/231/S","TRAPPIST-1e",78,0,0,0,0,441,4,"Anny Jeffey",0,3,"1507",445,"G",231,0
"1507_04","Earth",0,"F/289/S","TRAPPIST-1e",21,0,398,490,0,0,0,"Kirky Jeffey",0,4,"1507",888,"F",289,0
"1509_01","Mars",0,"E/95/P","TRAPPIST-1e",32,0,1240,0,58,0,0,"Sumpix Dal",0,1,"1509",1298,"E",95,1
"1510_01","Mars",0,"F/291/S","TRAPPIST-1e",31,0,1226,0,1,0,0,"Yakers Swin",0,1,"1510",1227,"F",291,0
"1511_01","Europa",0,"B/63/S","TRAPPIST-1e",40,0,1006,0,0,284,329,"Ancham Spandisket",1,1,"1511",1619,"B",63,0
"1511_02","Europa",1,"B/63/S","TRAPPIST-1e",13,0,0,0,0,0,0,"Diram Whealeed",1,2,"1511",0,"B",63,0
"1511_03","Europa",0,"B/63/S","TRAPPIST-1e",36,0,0,2345,0,1966,27,"Maham Spandisket",0,3,"1511",4338,"B",63,0
"1511_04","Europa",0,"B/63/S","55 Cancri e",31,0,65,2121,0,6431,1,"Winon Whealeed",0,4,"1511",8618,"B",63,0
"1515_01","Earth",0,"F/293/S","TRAPPIST-1e",18,0,765,0,13,0,0,"Herina Oconley",0,1,"1515",778,"F",293,0
"1520_01","Earth",1,"G/235/S","TRAPPIST-1e",40,0,0,0,0,0,0,"Harrie Klindsey",1,1,"1520",0,"G",235,0
"1521_01","Mars",1,"F/295/S","TRAPPIST-1e",28,0,0,0,0,0,0,"Repart Flité",1,1,"1521",0,"F",295,0
"1523_01","Europa",1,"B/64/S","55 Cancri e",41,0,0,0,0,0,0,"Izares Waring",1,1,"1523",0,"B",64,0
"1523_02","Europa",1,"B/64/S","TRAPPIST-1e",35,0,0,0,0,0,0,"Baton Waring",1,2,"1523",0,"B",64,0
"1524_01","Earth",1,"G/236/S","TRAPPIST-1e",14,0,0,0,0,0,0,"Therie Shawforden",1,1,"1524",0,"G",236,0
"1525_01","Mars",0,"F/299/P","TRAPPIST-1e",20,0,539,1269,38,0,0,"Sceros Gin",1,1,"1525",1846,"F",299,1
"1526_01","Earth",0,"F/300/P","55 Cancri e",23,0,4,0,2,254,521,"Karia Sotond",0,1,"1526",781,"F",300,1
"1527_01","Europa",1,"D/49/P","55 Cancri e",22,0,0,0,0,0,0,"Dirius Boderbint",1,1,"1527",0,"D",49,1
"1527_02","Europa",0,"D/49/P","TRAPPIST-1e",25,0,0,0,0,0,0,"Anchird Boderbint",1,2,"1527",0,"D",49,1
"1528_01","Mars",0,"D/50/P","55 Cancri e",18,0,3992,673,1360,2,0,"Eang Madan",1,1,"1528",6027,"D",50,1
"1529_01","Europa",0,"A/16/S","PSO J318.5-22",25,1,0,7069,0,45,282,"Almino Slable",1,1,"1529",7396,"A",16,0
"1529_02","Europa",0,"A/16/S","TRAPPIST-1e",30,0,0,0,0,0,0,"Krab Slable",1,2,"1529",0,"A",16,0
"1531_01","Earth",0,"G/237/S","TRAPPIST-1e",46,0,0,0,533,277,0,"Kimena Puckley",0,1,"1531",810,"G",237,0
"1532_01","Europa",0,"B/65/S","TRAPPIST-1e",27,0,0,31,0,1,11378,"Alcorux Bealvewd",0,1,"1532",11410,"B",65,0
"1533_01","Earth",0,"G/244/P","TRAPPIST-1e",53,0,1015,0,0,0,1,"Tricky Potters",0,1,"1533",1016,"G",244,1
"1536_01","Mars",1,"F/297/S","TRAPPIST-1e",21,0,0,0,0,0,0,"Croo Nuthe",1,1,"1536",0,"F",297,0
"1539_01","Europa",0,"A/17/S","55 Cancri e",32,0,54,3782,0,21,5,"Alyadum Barmant",1,1,"1539",3862,"A",17,0
"1540_01","Europa",0,"C/55/P","TRAPPIST-1e",32,0,1,470,0,1440,2114,"Shamak Clumshangs",0,1,"1540",4025,"C",55,1
"1540_02","Europa",0,"C/55/P","TRAPPIST-1e",33,1,0,7139,22,0,553,"Duhratz Clumshangs",1,2,"1540",7714,"C",55,1
"1540_03","Europa",0,"C/55/P","TRAPPIST-1e",26,0,0,170,0,3718,0,"Bahoton Clumshangs",0,3,"1540",3888,"C",55,1
"1541_01","Earth",0,"F/298/S","TRAPPIST-1e",47,0,12,7,0,720,0,"Carma Woody",1,1,"1541",739,"F",298,0
"1542_01","Mars",0,"F/299/S","TRAPPIST-1e",13,0,7172,0,157,20,0,"Tot Seche",0,1,"1542",7349,"F",299,0
"1543_01","Europa",1,"C/56/P","55 Cancri e",34,0,0,0,0,0,0,"Izarkab Clidly",1,1,"1543",0,"C",56,1
"1544_01","Earth",0,"G/245/P","TRAPPIST-1e",21,0,9,0,0,0,800,"Rosiey Ayalazquez",0,1,"1544",809,"G",245,1
"1545_01","Mars",0,"E/82/S","TRAPPIST-1e",20,0,206,0,629,67,523,"Hocks Fiha",1,1,"1545",1425,"E",82,0
"1547_01","Earth",0,"F/301/S","TRAPPIST-1e",21,0,163,0,661,32,0,"Aarone Hoppers",0,1,"1547",856,"F",301,0
"1548_01","Europa",1,"B/50/P","55 Cancri e",51,0,0,0,0,0,0,"Okulk Unicting",1,1,"1548",0,"B",50,1
"1548_02","Europa",1,"B/50/P","TRAPPIST-1e",18,0,0,0,0,0,0,"Sarid Stivelte",1,2,"1548",0,"B",50,1
"1550_01","Europa",0,"C/58/S","TRAPPIST-1e",26,0,1,230,0,42,4030,"Marin Supiensive",0,1,"1550",4303,"C",58,0
"1550_02","Europa",0,"T/82/S","55 Cancri e",53,1,5022,2376,0,0,235,"Coxaton Supiensive",0,2,"1550",7633,"T",82,0
